SNo,Reg.Number,Name,Address,Mobile,Email,Website,Type
120,UPRERAPRM111355,VHV Builders,"B-225/225-A-3,, Khojwan, Varanasi - 221010, Uttar Pradesh, India",7080808216,vhvbuildersvns@gmail.com,https://www.vhvbuilders.com/,Company
121,UPRERAPRM11137,Piyush IT Solutions Private Limited,"Flat NO. 14, Ground Floor, Pul Pehlad Pur, DDA MIG Suraj Apartment, New Delhi 110044",8505833393,reracompliance@lotusarena2.in,https://www.up-rera.in/www.lotusarena2.in,Company
122,UPRERAPRM11142,KINGSWOOD INFRASTRUCTURE PRIVATE LIMITED,"5, DEFENCE ENCLAVE, DELHI-110092",8130009431,chairmankip1234@gmail.com,,Company
123,UPRERAPRM11155,PAN REALTORS PVT LTD,"S-406, LGF, GREATER KAILASH II, NEW DELHI - 110048",7835938301,rajeev.dubey@panrealtors.com,https://www.up-rera.in/WWW.PANREALTORS.COM,Company
124,UPRERAPRM11156,CREST REALCON PRIVATE LIMITED,"CORONATION ANAND TOWER, 116-117, 1ST FLOOR, VIBHUTI KHAND, GOMTI NAGAR, LUCKNOW",7570007505,crestexotica@gmail.com,,Company
125,UPRERAPRM11158,ARIHANT INFRRA REALTORS PRIVATE LIMITED,"ARIHANT INFRRA REALTORS PRIVATE LIMITED OFFICE NO. 601, PLOT NO. 17, 6TH FLOOR,, SACHDEVA TOWER, CO",9899996528,info.infrra@arihantgroup.co.in,https://www.up-rera.in/www.arihantbuildcon.com,Company
126,UPRERAPRM11168,ANJANI REALTORS,"B 31/30, Opposite Ravidas Gate, Lanka Road, Varanasi - 221 005",8799468655,shreetridevproperties@gmail.com,https://www.up-rera.in/www.shreetridev.com,Partnership Firm
127,UPRERAPRM11213,KG CONSTRUCTIONS,"2nd Floor Super Shopping Centre, Faizabad Road, Lucknow",9935329007,RERA.KGC@GMAIL.COM,,Partnership Firm
128,UPRERAPRM11214,EDGE DWARIKA JV,"2, Park End, Vikas Marg, Delhi 110092",9560396578,edgedwarikajv@gmail.com,,Partnership Firm
129,UPRERAPRM11238,SHIPRA BUILDERS PRIVATE LIMITED,"7/190 SWAROOP NAGAR, KANPUR",9559403200,shikhar.agarwal21@yahoo.in,,Company
130,UPRERAPRM1124,AARCITY INFRASTRUCTURE PRIVATE LIMITED,"1st & 3rd Floor, H. No. 62, North Avenue Road, West Punjabi Bagh, Delhi-110026",8586000669,finance@aarcity.com,https://www.up-rera.in/www.aarcity.com,Company
131,UPRERAPRM11245,NEEDHISHREE BUILDCON PVT LTD,"Cloud -9 , Near Chanakypuri Shastri Nagar, Meerut MEERUT Meerut UP 250004",9690017785,needhishree@gmail.com,https://www.up-rera.in/www.needhishreebuildcon.com,Company
132,UPRERAPRM11249,Renaissance Realcon Pvt. Ltd.,"301,Boundry Road, Meerut",9837075507,atulcoral@gmail.com,,Company
133,UPRERAPRM11261,Magus Consortium Orchid Avenue Private Limited,"GH-01, Vedantam Minaret, Abhay Khand-IV, Next to Sophia Society, Indirapuram, Ghaziabad, U.P",9818545750,asingh.vedantamminaret@gmail.com,,Company
134,UPRERAPRM11262,Proview Rishabh Infra Private Limited,"Jassar Bhawan, Opp. Modi Yadgar, Modinagar, UP 201204",7251969698,rhitik.jassar@gmail.com,https://www.grandemeerut.in/,Company
135,UPRERAPRM11295,VIRAT INFRACON PRIVATE LIMITED,"Regd. Off. C 27/273-K-2, 4th Floor, Das Nagar Colony, Maldahiya, Varanasi-221003",9559820001,viratinfracon@gmail.com,https://www.viratinfracon.com/,Company
136,UPRERAPRM11299,Gardenia Aims Developers Private Limited,"R-19, 3rd FLOOR, NEAR SHAKARPUR, LAXMI NAGAR, VIKAS MARG DELHI East Delhi DL 110092",8130016877,kanishkashobanleal@gmail.com,,Company
137,UPRERAPRM11327,Aims Max Gardenia Developers Private Limited,"R-19, 3rd FLOOR, NEAR SHAKARPUR, LAXMI NAGAR, VIKAS MARG DELHI East Delhi DL 110092",9311146329,finance@golfcity.in,http://www.golfcity.in/,Company
138,UPRERAPRM11344,SHAKUNTALAM INFRADEVELOPERS LIMITED,"B.38/47-K-8-H, Gokul Nagar Colony, Mahmoorganj, Varanasi-221010 (U.P.)",9889187251,shakuntlam.idpl09@gmail.com,http://www.shakuntalamidpl.in/,Company
139,UPRERAPRM11348,FUTEC SHELTERS PRIVATE LIMITED,"R-19, 3RD FLOOR, MAIN SHAKAR PUR MARKET, VIKAS MARG, DELHI-110092",9953558659,finance@gardeniaindia.com,,Company
140,UPRERAPRM113493,ANAND DHAM DEVELOPERS,"C-1208, Indira Nagar, Lucknow. 226016",7311111094,ananduttrani28@gmail.com,https://www.ananddhamcorp.in/,Partnership Firm
141,UPRERAPRM11357,SAVFAB BUILDTECH PRIVATE LIMITED,"H.No-J-266, Patel Nagar, Ghaziabad, U.P.",8860639374,savfabbuildtech@yahoo.com,http://www.savfabindia.com/,Company
142,UPRERAPRM11363,MADHAV MUKUND PROMOTERS PVT LTD,FLAT NO 803 TOWER 1 ORANGE COUNTRY ANINSA KHAND 1 INDIRAPURAM,9811316000,rakesh.sharda@mmgroupindia.com,http://www.mmgroupindia.com/,Company
143,UPRERAPRM11380,K L SONS PRIVATE LTD,1 LUKERGANJ ALLAHABAD,9415309067,sandeeep1962@gmail.com,,Company
144,UPRERAPRM11404,Ghaziabad Development Authority,"Vikas Path, Near Purana Bus Adda, Hapur Road, Ghaziabad 201001",9711630738,gdagzb@rediffmail.com,https://www.up-rera.in/www.gdaghaziabad.com,Competent authority
145,UPRERAPRM11408,GULSHAN HOMES AND INFRASTRUCTURE PRIVATE LIMITED,"121, HARGOVIND ENCLAVE, DELHI 110092",9582255184,gyansingh@gulshanhomz.com,https://www.up-rera.in/www.gulshanhomz.com,Company
146,UPRERAPRM11418,Heritage Infraheights Pvt. Ltd.,"A-96, Saraswati Lok, Delhi Road, Meerut",9837088122,pradeepapexcity@gmail.com,,Company
147,UPRERAPRM11428,GARDENIA INDIA LIMITED,"G-6/376, Block-G, Pocket-6,Rohini, Sector16, Delhi",9310234153,bhardwaj@gardeniaindia.com,,Company
148,UPRERAPRM11431,Raj Hans infratech Private Limited,"Registered Office Address- M-33, 2nd Floor, Greater Kailash, Part - I, New Delhi 110048, Corporate Office Address- M-33, 2nd Floor, Greater Kailash, Part - I, New Delhi 110048, Site Address- Plot No. GH-06B, Sector-1, Greater NOIDA (West), Gautam Buddha Nagar, UP.",8826618969,ritplrera@expresstower.in,http://www.rajhansresiddency.net/,Company
149,UPRERAPRM11441,Acme Buildtech (India) Pvt. Ltd.,"A-96, Saraswati Lok, Delhi Road, Meerut",9837088122,pradeepgriham@gmail.com,,Company
150,UPRERAPRM11443,GULSHAN HOMZ PRIVATE LIMITED,"121,Hargovind Enclave, Delhi 110092",9582255184,umashanker@gulshanhomz.com,https://www.up-rera.in/www.gulshanhomz.com,Company
151,UPRERAPRM11445,Milan Infrastructures And Developers Private Limit,"Regd. Office : 101, 102, A-115, Vakil Chamber, Shakarpur, New Delhi Corporate Office : Commercial P",9410483500,tyaginavin9@gmail.com,http://www.midpl.com/,Company
152,UPRERAPRM11446,Apex Propmart Pvt. Ltd.,"A-17, Inderlok, Roorkee Road, Meerut",9837075507,atulapex@gmail.com,,Company
153,UPRERAPRM11462,DLF LTD,"3RD FLOOR, SHOPPING MALL, ARJUN MARG, DLF CITY PHASE III GURGAON",9312629047,bhatia-rajesh@dlf.in,https://www.up-rera.in/www.dlf.in,Company
154,UPRERAPRM11470,GAYATRI HOSPITALITY AND REAL CON LIMITED,"GH11, SECTOR 1, GREATER NOIDA(WEST), GAUTAM BUDH NAGAR, UTTAR PRADESH",8130488558,HARIOMDIXIT@HOTMAIL.COM,https://www.up-rera.in/WWW.GAYATRIAURA.COM,Company
155,UPRERAPRM11489,VARDHAMAN COLONISER,"142, ZERO ROAD, ALLAHABAD PROJECT ADDRESS : BAMRAULI UPHAR OPP: HINDUSTAN GLASS WORKS , ALLAHABAD",8572924444,VARDHMANCOLONISER@GMAIL.COM,,Partnership Firm
156,UPRERAPRM11498,SHASHWAT INFRAESTATE PRIVATE LIMITED,"37, ELGIN ROAD, CIVIL LINES, ALLAHABAD",9415218553,SAIDHAMNAKSHATRA@GMAIL.COM,https://www.up-rera.in/WWW.SAIDHAM.CO.IN,Company
157,UPRERAPRM11521,Sparsh Developers,"73D, Suncity Vistar, Bareilly",7895991412,sparshgreen@gmail.com,,Partnership Firm
158,UPRERAPRM11523,AMRAPALI CENTURIAN PARK PVT LTD,"307, NIPUN TOWERS, COMMUNITY CENTRE, KARKARDOOMA, DELHI-110092",9810439152,vinayvishal1@gmail.com,,Company
159,UPRERAPRM11526,URBANDOOR INFRATECH PVT LTD,"B-94, Vibhuti Khand Gomti Nagar, Lucknow",8948815222,adil@radiancewebtech.com,https://www.up-rera.in/www.urbandoor.co.in,Company
160,UPRERAPRM11527,HARE KRISHNA ORCHID,"Registered Office Address- M-33, 2nd Floor, Greater Kailash, Phase-I, New Delhi-110048, Corporate Office Address- M-33, 2nd Floor, Greater Kailash, Phase-I, New Delhi-110048, Site Address- Near Prem Mandir, Sunrakh Road, Vrindavan, Mathura, UP.",8826618969,hkorera@expresstower.in,http://www.vrindavanharekrishnaorchid.com/,Partnership Firm
161,UPRERAPRM1153,SUPER CITY DEVELOPERS PVT LTD,"330,G.T. ROAD, SHAHDARA, DELHI - 110032",9899111172,maya123@supercitygroup.com,http://www.mayfairresidency.com/,Company
162,UPRERAPRM11547,Land Kart Builders Private Limited,"Landkart Builders Private Limited Eureka Park Plot No. - SC 02/A-1 Sector- 150, Noida, Gautam Budhha Nagar Uttar Pradesh- 201310",8420200511,reracompliance.eurekapark@gmail.com,https://www.tatarealty.in/residential-property-in-noida/tata-eureka-park,Company
163,UPRERAPRM11557,RAMA COLONISERS LLP,"C-26/2, Kabir Chaura, Varanasi - 221001",9336917444,vinayakvrindavanvns@gmail.com,,Partnership Firm
164,UPRERAPRM115591,Braj Dham Constructions,"10TH FLOOR, ELDECO CORPORATE CHAMBER 2, VIBHUTI KHAND, GOMTI NAGAR, LUCKNOW-226010",9792102301,misrapankhuri48@gmail.com,http://www.brajdham.in/,Partnership Firm
165,UPRERAPRM11564,THREE C PROPERTIES PRIVATE LIMITED,"Flat NO. 14, Ground Floor, Pul Pehlad Pur, DDA MIG Suraj Apartment, New Delhi 110044",8505833393,reracompliance@lotusisle.in,,Company
166,UPRERAPRM11587,LR Infrahomes (India) Private Limited,"124, Rajpur, New Delhi 110068",9911262121,nitin@lrinfrahomes.com,https://www.up-rera.in/www.lrinfrahomes.com,Company
167,UPRERAPRM11616,Aadi Best Consortium Pvt. Ltd.,"House no. 24-A, 1st Floor, Gali no. 2, Near Jain Mandir, Radhey Puri, New Krishna, New Delhi – 110051",9582263390,accounts@aadibest.com,https://www.up-rera.in/www.rishabhgroup.co.in,Company
168,UPRERAPRM11626,ADITRI VAISHNO INFRA PVT LTD,"B-1602, P 7, Gardenia Square, Crossing Republik, Dundahera, NH-24, Ghaziabad.",7268994444,ashutosh_gzp@yahoo.co.in,http://www.aditrigroup.com/,Company
169,UPRERAPRM116282,Varanasi Development Authority,"Raja Udai Pratap Marg, Pannalal Park Varanasi",7518102809,vdavaranasi@gmail.com,https://www.vdavns.com/,Competent authority
170,UPRERAPRM11637,AMRAPALI SAPPHIRE DEVELOPERS PRIVATE LIMITED,"307, 3rd Floor, Nipun Towers, Karkardooma Community Centre, Delhi-110092",9873871030,account@amrapali.in,https://www.up-rera.in/http/www.amrapali.in,Company
171,UPRERAPRM116396,BHAGWATI,"21, KAILASH RESIDENCY, ORCHHA GATE, JHANSI",9473872226,KRISHANKANT1357@GMAIL.COM,https://www.ramleelacityjhansi.com/,Individual
172,UPRERAPRM11656,K G TECH ASSOCIATE PVT. LTD.(VXL DEVELOPERS & INFRASTRUCTURES PRIVATE LIMITED),"Registered Office Address - I-114, Ground Floor, Kirti Nagar, West Delhi-110015. Corporate Office Address - B-21/22 KPG Tower, RDC, Rajnagar, Ghaziabad. Site Address - Khasra No. 1022, Village - Morta, NH-58, Raj Nagar Extension, Ghaziabad.",7838474740,kpgexpress@yahoo.in,http://www.kpginfra.com/,Company
173,UPRERAPRM11675,SAVIOUR BUILDERS PRIVATE LIMITED,"H.No-J-266, Patel Nagar-1, Ghaziabad, U.P",9891449652,himanshugoyal@saviourindia.com,https://www.up-rera.in/Http/www.saviourindia.com,Company
174,UPRERAPRM117014,NAVSHEEL STANDARD CONSTRUCTIONS,35 Cantt. Kanpur UP 208001,8573031320,info@jyotiproperties.com,https://www.jyotiproperties.com/,Partnership Firm
175,UPRERAPRM117096,KRISHNA BHU VIKAS LLP,"PLOT NO 2, SECTOR 16 B AVAS VIKAS COLONY, AGRA UP 282007 IN",7983614733,krishnabhuvikas@gmail.com,http://www.krishnabhuvikas.com/,Partnership Firm
176,UPRERAPRM117210,SAMRAT COLONIZERS,"c-3/78, shree shree tower, Vibhuti khand, Gomti Nagar, Lucknow-226010",7310333143,saivillage78@gmail.com,http://www.saivillage.weebly.com/,Partnership Firm
177,UPRERAPRM117222,ANNIE INFRASTRUCTURE LLP,"Shop No.2,Ground Floor 107/1, 4 Gautam Nagar, New Delhi, South Delhi, Delhi, 110049, India.",9634012122,vishal.jpgroup@gmail.com,http://www.jpresidencymeerut.com/,Partnership Firm
178,UPRERAPRM11740,JMDR INFRA PROJECTS PRIVATE LIMITED,"G-6/376, sector-16, Rohini, New Delhi-110085",9871582786,sureshchauhan744@gmail.com,https://www.up-rera.in/jmdrinfra.com,Company
179,UPRERAPRM117556,SRV PROMOTERS,"B-38/47-K-8-H, Gokul Nagar Colony, Mahmoorganj, Varanasi-221010",9554497000,srvpromoters18@gmail.com,https://www.srvpromoters.com/,Partnership Firm
180,UPRERAPRM117769,M/s Excella Premioinfra LLP.,"B-2/345, Vikas Khand, Gomti Nagr, Lucknow-226010",7570000823,vikas@excellainfra.com,http://www.excellainfra.in/,Partnership Firm
181,UPRERAPRM11777,Landcraft Developers Private Limited,"Parmesh Corporate Towers 309, 3rd Floor, Plot No. 13 Karkardooma Community Centre Delhi",9999602227,rera_golflinks@landcraft.in,https://www.up-rera.in/www.landcraft.in,Company
182,UPRERAPRM11783,IVR PRIME DEVELOPERS (AVADI) PRIVATE LIMITED,"1114, HEMKUNT CHAMBER, 89, NEHRU PLACE, NEW DELHI-110019",9310012345,rera.ivrpdpl@gmail.com,https://www.ajnara.com/,Company
183,UPRERAPRM11789,PRITHVEELINK BUILDWELL PRIVATE LIMITED,"105 , First Floor , Vardhmans Sidhant Shopping Plaza , LSC savita Vihar , Delhi-110092",7011751439,info@galaxyroyale.com,https://www.up-rera.in/www.galaxyroyale.com,Company
184,UPRERAPRM11802,AMRAPALI SMART CITY DEVELOPERS PVT LTD,"307, 3RD FLOOR, NIPUN TOWERS, COMMUNITY CENTRE, KARKARDOOMA, DELHI-110092",9643812512,golfhomes@amrapali.in,,Company
185,UPRERAPRM11823,ANTRIKSH DEVELOPERS & PROMOTERS PVT LTD ( ANTRIKSH,"34/C-8, SECTOR-8, ROHINI, NEW DELHI-110085",9310068117,rera.golfview1@hotmail.com,,Company
186,UPRERAPRM118381,JRS CONBUILD PVT LTD,"KD-3,KAVI NAGAR,GHAZIABAD, U.P",9999557711,dyceraipur@yahoo.co.in,https://www.skadivyatowers.com/,Company
187,UPRERAPRM11841,DIVAY ANGELS REALTOR PRIVATE LIMITED,J 2/5 KRISHNA NAGAR DELHI 110051,9013453932,divyanshhomes@gmail.com,https://www.up-rera.in/www.divayangels.com,Company
188,UPRERAPRM11848,BRAJ GANGA RESIDENCY,"9, Civil Lines, Mathura (U.P.)",8791770675,brijgangaresidency@gmail.com,,Partnership Firm
189,UPRERAPRM11850,Shree Shailam Heights,"14/22/28 New Elgin Road, Civil Lines, Allahabad - 211 001",9889892299,ssh@dkumars.com,,Partnership Firm
190,UPRERAPRM11853,LAKSHYA REALINFRA PVT LTD,"GH-01, Sector-B, Pocket-2, Sushant Golf City, Sultanpur Road Lucknow-226030",9918500562,scjha@lakshyarealinfra.com,https://www.up-rera.in/WWW.LAKSHYAREALINFRA.COM,Company
191,UPRERAPRM118562,BAPL INFRABUILD PRIVATE LIMITED,"Registered Office Address - MIG-220, AWAS VIKAS-1, PANKI ROAD, KALYANPUR,KANPUR-208018 Corporate Office Address - MIG-220, AWAS VIKAS-1, PANKI ROAD, KALYANPUR,KANPUR-208018 Site Address - Naramau, Kanpur",7844887731,sandeepkkushwaha@gmail.com,https://baplinfragroup.com/,Company
192,UPRERAPRM11862,AMBA Realtors Pvt Ltd,"270,1st Floor,AGCR Enclave , New Delhi",9999095675,info@ambahomes.in,https://www.up-rera.in/WWW.AMBAHOMES.IN,Company
193,UPRERAPRM11881,implex infrastructure pvt. ltd.,"PLOT NO. SC-1/B4, SECTOR -150. NOIDA- 201301, UTTAR PRADESH, INDIA",9205196389,rerathegolf@gmail.com,https://www.up-rera.in/theantrikshgroup.com,Company
194,UPRERAPRM11886,PARSVNATH BUILDWELL PRIVATE LIMITED,Parsvnath Tower Near Shahdara Metro Station Shahdara DELHI – 110 032,9205809569,ashish.jain@parsvnath.com,https://www.up-rera.in/www.parsvnath.com,Company
195,UPRERAPRM119014,IMPERIAL GREEN INFRATECH PRIVATE LIMITED,"3-QUINTON ROAD, LALBAGH, LUCKNOW-226001",7379083786,imperialgreen2020@gmail.com,http://www.imperialgreeninfratech.com/,Company
196,UPRERAPRM11912,Maliha Realtors.Pvt. Ltd.,"676, Chitla Gate Chawari Bazar, Delhi",8929696159,tajhmaliha@gmail.com,https://www.up-rera.in/www.tajheights.co.in,Company
197,UPRERAPRM11913,GOLD STAR REALTORS LIMITED,"1106, ANTRIKSH BHAWAN, 22 K.G. MARG, CONNOUGHT PLACE, NEW DELHI-110001",9956397026,goldstardelhi01@gmail.com,,Company
198,UPRERAPRM11917,SUNSHINE INFRAHEIGHTS PRIVATE LIMITED,"REGISTERED OFFICE : PLOT NO. 3 , BLOCK N GREEN PARK (MAIN) NEW DELHI - 110016 ",9235505044,siplaarc@gmail.com,https://www.up-rera.in/www.silverluneurbe.com,Company
199,UPRERAPRM11935,GOLFGREEN BUILDCON PRIVATE LIMITED,"S- 116, BASEMENT, GREATER KAILSAH-II, NEW DELHI",8860618422,hilston@urbtechindia.com,https://www.up-rera.in/www.urbtechindia.com,Company
200,UPRERAPRM11947,VARDHMAN REALTECH PRIVATE LIMITED,C4C 395 JANAKPURI NEW DELHI 110058,9899066478,anand.gupta@caregroup.info,https://www.up-rera.in/www.vardhmans.net,Company
201,UPRERAPRM11955,PAHARI MATA SEHKARI AVAS SAMITI LTD,101 GOEL PALACE FAIZABAD ROAD LUCKNOW-226016,9839854321,goelheight@yahoo.com,,Societies
202,UPRERAPRM1196,VIRAJ CONSTRUCTIONS PVT. LTD.,"55, Babu Banarsi Das Nagar, Purana Quila, Lucknow",7852877521,rera@virajconstructions.co.in,https://www.up-rera.in/www.virajconstructions.com,Company
203,UPRERAPRM11962,Real anchors Developers Private Limited,"D-29,2nd Floor Defence Colony New Delhi-110024",9999531275,sanjeev@realanchor.com,https://www.up-rera.in/www.realanchor.com,Company
204,UPRERAPRM11970,VINAYAK SONAL GRAND INFRABUILD LLP,"36, A.N. JHA MARG, GEORGE TOWN, ALLAHABAD - 211002",9984443089,sonal_harsh2006@yahoo.com,,Partnership Firm
205,UPRERAPRM119718,Omega Infrabuild Private Limited,"C-1/64, New Ashok Nagar Delhi-110096",8009211113,omegainfrabuild.lko@gmail.com,http://www.omegainfrabuild.com/,Company
206,UPRERAPRM11975,SIKKA INFRASTRUCTURE PVT LTD,C60 PREET VIHAR DELHI-110092,9650090225,DIRECTORKARNAM@GMAIL.COM,,Company
207,UPRERAPRM11979,SHREESAIBABA INFRAPROJECT PRIVATE LIMITED,"Registered Office Address - H.I.G 5, Phase-2, Ashok Vihar, Colony Pahariya, Varanasi, Uttar Pradesh, PIN-221007, Corporate Office Address - 20/12-5 and 20/52-4, Sridas Foundation Building, Mall Road Cantt, Varanasi, Uttar Pradesh, PIN-221002, Site Address - Dasepur Harahua, Varanasi, Uttar Pradesh, PIN-221002",8573038816,ssbinfraproject@gmail.com,https://www.up-rera.in/www.ssbinfraproject.com,Company
208,UPRERAPRM11982,aditya durobuild pvt.ltd,"A-14,L.G.F, KAILASH COLONY,NEW DELHI-110048",9810012909,admin@adityadurobuild.com,https://www.up-rera.in/www.adityadurobuild.com,Company
209,UPRERAPRM11999,Prayagraj Development Authority,"Indira Bhawan, Civil Lines, Prayagraj-211001",9670404141,aldda@rediffmail.com,http://www.pdaprayagraj.in/,Competent authority
210,UPRERAPRM12010,VDV INFRAVENTURES PRIVATE LIMITED,"808, AKANSHA HEIGHTS NEAR JATOLI CROSSING MEERUT- 250001 U.P",8057906980,vdvinfraventures@gmail.com,,Company
211,UPRERAPRM120105,SARASWATI BUILDCON,"S-2, SARASWATI ENCLAVE, SHIVAJI ROAD, MEERUT-250002",6399669945,SARASWATIVATIKAEXTENSION@GMAIL.COM,http://saraswativatikaextension.com/,Partnership Firm
212,UPRERAPRM12024,MM AGROTECH AND DEVELOPERS,"RUDRA HOUSE C-27/273, C-13, INDIAN PRESS COLONY, MALDAHIYA, VARANASI 221001",7607780131,rera.mmagrol@rudra.net.in,https://www.up-rera.in/www.rudrarealestate.com,Partnership Firm
213,UPRERAPRM12026,Varanasi Plotters and Developers Private Ltd,"Flat no. 2A Part B Upendra Apartment gandhi nagar, Naria, Varanasi UP",9450546152,anuraglanka@gmail.com,,Company
214,UPRERAPRM120268,TANYA HOMES PRIVATE LIMITED,"SUKHDHAM, FLAT NO. E-2, 7/17 (9-10), TILAK NAGAR, KANPUR, UTTAR PRADESH-208002",9336466814,cs@rituhousing.com,https://rituhousing.com/,Company
215,UPRERAPRM12033,Intellect Projects Pvt. Ltd.,"A-47, LGF, Hauz Khas, Delhi 110016",8800191737,rera@victoryoneinfra.com,,Company
216,UPRERAPRM12037,Jeet Home Solutions Pvt.Ltd,"mata vaishno colony. vill- Domari , ramnagar, Varanasi , U.P.",8400002160,info@jeethomesolutions.com,https://www.up-rera.in/www.jeethomesolutions.com,Company
217,UPRERAPRM12052,TULIP INFRATOWERS PRIVATE LIMITED,TULIP GRACE R.I.V.I. ROAD BAREILLY,9837240835,TULIPTOWER@GMAIL.COM,,Company
218,UPRERAPRM120568,ASM Management Consultants Private Limited,"B37, Sector-67, Noida, UP - 201301",9971714680,chiraggarg1983@gmail.com,http://asmpalmdrive.com/,Company
219,UPRERAPRM12058,MR Proview Realtech Private Limited,"THE GREAT NORTHERN BAZAAR, NH-58, RAJ NAGAR EXTENSION, OPP AJNARA GRACE, GHAZIABAD, UTTAR PARDESH-201017",9999537765,rera@mrproviewrealtech.co.in,https://www.up-rera.in/www.mrproviewgroup.com,Company
220,UPRERAPRM12060,Devendra Dhingra,"A-64,Street No.-1,Gurunanak Pura,Modinagar",9639811116,gatewaydd2@gmail.com,https://www.up-rera.in/WWW.gatewaybuildwell.com,Individual
221,UPRERAPRM120630,HALWASIYA DEVELOPMENTS PRIVATE LIMITED.,"Levana Cyber Height, 4th Floor, Vibhuti Khand Gomti Nagar Lucknow",6388950873,vikas.anand@halwasiyagroup.com,http://www.halwasiyagroup.com/,Company
222,UPRERAPRM12069,SDS INFRASTRUCTURE PRIVATE LIMITED,"207, AKSHARDHAM APPARTMENTS, SECTOR-19, POCKET -III, DWARKA, NEW DELHI-110075",8860082914,cmdelixir@gmail.com,,Company
223,UPRERAPRM12077,NAV GRIH DEVELOPERS PVT LTD,"B1606, Shastri Nagar, Delhi 110052",9810236053,DIRECTORKRISHPROJECT@GMAIL.COM,,Company
224,UPRERAPRM12090,SHRIOM INFRALAND DEVELOPERS PRIVATE LIMITED,"KOTHI NO. 23, ROAD NO. 20, 1ST FLOOR, EAST PUNJABI BAGH, NEW DELHI-110 026, India.",9648581013,hucolko@gmail.com,,Company
225,UPRERAPRM12097,EMM VEE INFRASTRUCTURES (INDIA) PRIVATE LIMITED,"OPP. APPEX COLLEGE VED VYAS PURI, MEERUT- DEHRADUN BY PASS ROAD MEERUT UP 250103",9837064923,GROUPPRASANDI95@GMAIL.COM,,Company
226,UPRERAPRM12105,SRB CONSORTIUM (REALCON) PRIVATE LIMITED,"A-12, Mohan Cooperative Industrial Estate (MCIE) Mathura Road, New Delhi New Delhi DL 110044 IN",9999217488,pk.chartered@gmail.com,,Company
227,UPRERAPRM12114,PERFECT PROPBUILD PVT LTD (ANTRIKSH GROUP),"34/C-8, SECTOR-8, ROHINI, NEW DELHI - 110085",9310068117,rera.perfect@hotmail.com,,Company
228,UPRERAPRM12125,JJ MOTELS & HOTELS PVT LTD,"2nd Floor Super Shopping Centre, Faizabad Road, Lucknow",9935329007,RERA.JJMOTELS@GMAIL.COM,http://www.up-rera.in/,Company
229,UPRERAPRM12131,HAPUR PILKHUWA DEVELOPMENT AUTHORITY,PREET VIHAR DELHI ROAD HAPUR UP 245101 INDIA,7455025100,hpda_1@rediffmail.com,https://www.up-rera.in/WWW.HPDAONLINE.COM,Competent authority
230,UPRERAPRM12137,DHANVERSHA BUILDERS PVT. LTD.,"4/1733, Bhola Nath Nagar, Shahdara, Delhi – 110032.",9999536689,dhanvershabuilders@ymail.com,https://www.up-rera.in/WWW.DHANVERSHABUILDERS.COM,Company
231,UPRERAPRM12139,Khanna Enterprises,"M/s. Khanna Enterprises D. 59/1 A-2 , Rathyatra , Varanasi - 221010",7388731111,khannaenterprises99@gmail.com,,Partnership Firm
232,UPRERAPRM12144,IV County Pvt Ltd,"Registered Office Address - GH-5, Sector -121, Noida, Gautam Buddha Nagar, U.P., PIN- 201301 Corporate Office Address- A-39, sector-63, Noida, U.P., PIN-201301, Site Office Address- GH -5, Sector- 121, Noida, Gautam Buddha Nagar, U.P., PIN- 201301",9899270803,cleocounty@gmail.com,https://www.up-rera.in/www.abacorp.in,Company
233,UPRERAPRM12159,PRATHAM BUILDCON PRIVATE LIMITED,"C4D SHOP NO. 5, DDA COMMERCIAL COMPLEX, JANAKPURI, NEW DELHI - 110058",9810075150,info@caregroup.info,https://www.up-rera.in/www.caregroup.in,Company
