Sr No,Project Name,Promoter Name,Address,Project Type,Email,Phone,Approval ID,City,Start Date,End Date,Remarks
76,DUTT RESIDENCY,TRIMURTI INFRABUILD PRIVATE LIMITED,"201, CORAL COMPLEX, OPP. HETARTH PARTY PLOT SCIENCE CITY ROAD, SOLA Ahmedabad 380060",Residential/Group Housing,kp_trimurti@yahoo.com,9825505903,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00760/181117,Ahmedabad,18-11-2017,28-02-2018,NA
77,Swaminarayan Park 7,DHARMADEV INFRASTRUCTURE LIMITED,"DHARMADEV HOUSE SHYAMAL CROSS ROAD, SATELLITE Ahmedabad 380015",Mixed Development,sp2narolrera@gmail.com,9099907478,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02291/070418,Ahmedabad,07-04-2018,30-12-2022,NA
78,SARANSH AMBIENCE,chanchal Infrastructure Pvt Ltd,chanchal opp malav talav jivraj park road vasna Ahmedabad 380007,Mixed Development,kenon@chanchalgroup.com,9824000081,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01745/EX2/200219,Ahmedabad,23-02-2018,31-07-2018,31-07-2019
79,SKY AVENUE,SKY HIGH ORGANISER PRIVATE LIMITED,"Final Plot No. 04+10, T.P. Scheme No. 85, Mouje: Sarkhej, Taluka: city, Taluka: city, District & Sub-District: Ahmedabad – 4(Paldi) Ahmedabad 380055",Residential/Group Housing,skyhighorg2013@gmail.com,9825480753,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02573/070518,Ahmedabad,07-05-2018,31-12-2019,NA
80,NILKANTH KUTIR,DEVLAND DEVLOPERS,NILKANTH KUTIR 200FT VATVA RING ROAD TO GAMDI GAMDI AHMEDABD Ahmedabad 382435,Mixed Development,cnsavaliya68@gmail.com,9824540031,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00985/EX2/040219,Ahmedabad,12-12-2017,30-06-2018,30-06-2019
81,MADHAV RAJ,madhavraj developers,"220, RADHEY CHAMBER, PRANAMI NAGAR, OPP. MADHAV PARK4. VASTRAL Ahmedabad 382418",Residential/Group Housing,kalpeshprajapati602@gmail.com,9825029181,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00557/301017,Ahmedabad,30-10-2017,31-12-2018,NA
82,DEVASHRAY ARCADE AND IND. ESTATE,NARANBHAI D DESAI PROPRIETOR OF N. K. DEVELOPERS,"31, KARNAVATI BUNGLOWS, OPP. BARODA EXPRESS HIGHWAY, CTM Ahmedabad 380026",Commercial,nkd2107@gmail.com,9825321132,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01656/EX1/070219,Ahmedabad,16-02-2018,31-03-2018,31-03-2019
83,SONA PALACE RESIDENCY,SONA DEVELOPERS,"FINAL PLOT NO. 1, SURVEY NO. 561/1/1, T.P. SCHEME NO. 85 (SARKHEJ - MAKARBA - OKAF) MOUJE: SARKEHJ, DISTRICT & SUB DISTRICT - AHMEDABAD -4 PALDI Ahmedabad 380055",Residential/Group Housing,sonadevelopers2012@gmail.com,9925451000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00840/281117,Ahmedabad,28-11-2017,31-12-2018,NA
84,GOVARDHAN GALAXY II,U N CORPORATION,"F-11, GALAXY COMPLEX, OPP. GALAXY CINEMA, NARODA Ahmedabad 382330",Residential/Group Housing,nkpatel9626@gmail.com,9979895574,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00681/131117,Ahmedabad,13-11-2017,31-07-2020,NA
85,Elysium (Phase-I),Adani Township and Real Estate Company Private Limited,"Atreco House, CBD-Shantigram, Nr.Vaishnodevi Circle, S.G.Highway, Ahmedabad 382421",Residential/Group Housing,elysium-1@adani.com,9099995963,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01522/EX1/311218,Ahmedabad,03-02-2018,30-06-2018,30-06-2019
86,NORTH PARK (Phase-2 and 3),ADANI ESTATE MANAGEMENT PRIVATE LIMITED,"ADANI HOUSE,NR. MITHKHALI SIX ROADS NAVRANGPURA Ahmedabad 380009",Residential/Group Housing,augusta@adani.com,9099005125,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01824/010318,Ahmedabad,01-03-2018,30-06-2026,NA
87,NORTH PARK (Phase-6),ADANI ESTATE MANAGEMENT PRIVATE LIMITED,"ADANI HOUSE,NR. MITHKHALI SIX ROADS NAVRANGPURA Ahmedabad 380009",Residential/Group Housing,augusta@adani.com,9099005125,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00303/290917,Ahmedabad,29-09-2017,30-06-2026,NA
88,NORTH PARK Phase - 4 &7,ADANI ESTATE MANAGEMENT PRIVATE LIMITED,"ADANI HOUSE,NR. MITHKHALI SIX ROADS NAVRANGPURA Ahmedabad 380009",Residential/Group Housing,augusta@adani.com,9099005125,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01901/070318,Ahmedabad,07-03-2018,30-06-2026,NA
89,NORTH PARK (Phase-5),ADANI ESTATE MANAGEMENT PRIVATE LIMITED,"ADANI HOUSE,NR. MITHKHALI SIX ROADS NAVRANGPURA Ahmedabad 380009",Residential/Group Housing,augusta@adani.com,9099005125,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00268/270917,Ahmedabad,27-09-2017,30-06-2026,NA
90,ELYSIUM PHASE-2 (TOWER A & I),Adani Township and Real Estate Company Private Limited,"Atreco House, CBD-Shantigram, Nr.Vaishnodevi Circle, S.G.Highway, Ahmedabad 382421",Residential/Group Housing,elysium-2@adani.com,9099995963,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00587/EX1/110219,Ahmedabad,03-11-2017,30-06-2018,30-06-2019
91,Vallabh Industrial Park,Vrundavan Buildcon,"BH HP Petrol Pump, OPP.Kadmawala Mill Narol, Isanpur Highway Ahmedabad 382405",Commercial,vrundavanbuildcon09@gmail.com,9426687388,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02583/080518,Ahmedabad,08-05-2018,31-03-2019,NA
92,Sona Akruti,DWARKESH DEVELOPERS,"Sona Akruti, Survey No 279 Opp. Pramukh Park Ahmedabad 382435",Mixed Development,sonaakrutirera@gmail.com,8511588861,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00666/EX1/160219,Ahmedabad,10-11-2017,30-10-2018,28-10-2019
93,Sitaram City,TULSIDHAM DEVLOPER,"Sitaram City, Opp- Hariom Row House Gopi dairy charrasta, Mahadevnagar, Vastral Ahmedabad 382418",Residential/Group Housing,sitaramcityrera@gmail.com,9879790067,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00873/EX1/120918,Ahmedabad,30-11-2017,01-04-2018,31-03-2019
94,RADHE SWAPNA,RADHE DEVELOPERS,"RADHE SWAPNA FP NO.109,199 SANAND Ahmedabad 380058",Mixed Development,radheswapna@gmail.com,9725022797,PR/GJ/AHMEDABAD/SANAND/AUDA/MAA04532/EX2/040322,Ahmedabad,29-12-2018,30-09-2020,30-09-2022
95,SWAMINARAYAN PARK 2,DHARMADEV INFRASTRUCTURE LIMITED,"DHARMADEV HOUSE SHYAMAL CROSS ROAD, SATELLITE Ahmedabad 380015",Mixed Development,sp2narolrera@gmail.com,9099907478,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02122/220318,Ahmedabad,22-03-2018,31-01-2023,NA
96,VIVEKANAND GARMENT PARK,Rajvi Developers,"VIVEKANAND GARMENT PARK,MOTIPURA CHOKDI SHAHWADI NAROL Ahmedabad 382405",Commercial,vivekanandgarmentpark@gmail.com,9825095591,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00615/A1C/150419,Ahmedabad,07-11-2017,30-09-2025,NA
97,REVATI BUNGALOWS,REVATI INFRASTRUCTURE,REVATI BUNGLOWS SURVEY NO 427 3 NR BHAKTI CIRCLE S P RING ROAD NIKOL AHMEDABAD Ahmedabad 382350,Residential/Group Housing,revatiinfra@gmail.com,9879634797,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA04530/291218,Ahmedabad,29-12-2018,31-03-2019,NA
98,REVATI PLAZA,REVATI INFRASTRUCTURE,SUR NO 427 1 NIKOL SP RING ROAD NIKOL Ahmedabad 382350,Commercial,revatiinfra@gmail.com,9925048482,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA04543/311218,Ahmedabad,31-12-2018,30-03-2019,NA
99,JAHNAVI ARCADE,JEET CORPORATION,Jahnvi arcade ODHAV Ahmedabad 382415,Commercial,dudhat.mukesh97@gmail.com,9998939871,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA02843/060618,Ahmedabad,06-06-2018,31-12-2018,NA
100,ANGAN AVENUE,SAHAJANAND ENTERPRISES,"1ST FLOOR, ANGAN SHOPPING COMPLEX, NR. DIPAK SCHOOL, NIKOL, AHMEDABAD Ahmedabad 382350",Mixed Development,hareshpatel224@gmail.com,9879515877,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01095/221217,Ahmedabad,22-12-2017,31-08-2018,NA
101,ASTHA VILLA,Jay Ambe Infrastructure,"FF-22, Astha II Complex Opp Bhavani Party Plot, Vastral, Ahmedabad-382418 Ahmedabad 382418",Residential/Group Housing,bnprojects007@gmail.com,9727752880,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01975/130318,Ahmedabad,13-03-2018,14-05-2018,NA
102,AAVKAR HEIGHT,HET INFRASTRUCTURE,"AAVKAR HEIGHT, B/H SATYAMEV HOSPITAL NEW CHANDKHEDA Ahmedabad 382424",Mixed Development,rinkesh567@yahoo.com,7016613325,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA03278/300718,Ahmedabad,30-07-2018,15-09-2018,NA
103,Pushkar Homes (Block D+E),Shivam developers,"Pushkar Homes, B/h. Navneel Party Plot, Noble Nagar, Nana-Chiloda, Ahmedabad-383230 Ahmedabad 382330",Residential/Group Housing,cbc.pushkar@gmail.com,9825626009,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01814/010318,Ahmedabad,01-03-2018,01-06-2018,NA
104,Carmel G and I,SHREE SIDDHI INFRABUILDCON LLP,"D-1001, Ganesh Meridian, Opp. Amiraj Farm, New Gujarat High Court ,S.G.Highway, Ahmedabad 380060",Residential/Group Housing,nikitpatel@shreesiddhi.co.in,9825010981,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00057/EX1/140219,Ahmedabad,01-09-2017,30-11-2017,30-11-2018
105,Vrindavan F to J,SHREE SIDDHI INFRABUILDCON LLP,"D-1001, Ganesh Meridian, Opp. Amiraj Farm, New Gujarat High Court ,S.G.Highway, Ahmedabad 380060",Residential/Group Housing,nikitpatel@shreesiddhi.co.in,9825010981,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00442/141017,Ahmedabad,14-10-2017,30-09-2018,NA
106,AAKASH METRO CITY-2 Block B&C,Akash Non Trading Association,Opp Central ware house B/h. Sitabaug soc.Isanpur Ahmedabad 382443,Residential/Group Housing,aakashmetrocity2@gmail.com,8490088302,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03440/EX1/140922,Ahmedabad,18-09-2018,30-06-2022,20-06-2023
107,Dharmkunj Arcade,Shreeji Developers,"DHARMKUNJ ARCADE, OPP GIRIVAR PRIDE ODHAV RING ROAD CIRCLE, ODHAV Ahmedabad 382415",Commercial,rajni.spacecitiz@gmail.com,9824603757,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA03597/051018,Ahmedabad,05-10-2018,31-12-2020,NA
108,MUKHI RESIDENCY,MUKHI CORPORATION,"740-1,740 BEHIND MOHMMADNAGAR NR CORPORATION WATER TANK, VATVA Ahmedabad 382449",Residential/Group Housing,mas.mohsin@yahoo.com,7600003636,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02266/EX1/190219,Ahmedabad,05-04-2018,30-09-2018,30-09-2019
109,SHREEJI VILLA,SHREE GANESH CORPORATION,"B/H. MARUTI RESIDENCY RESIDENCY, NR. SHREENATH RESIDENCY, SINGARVA Ahmedabad 382430",Residential/Group Housing,vishu4heartin@yahoo.co.in,9979776622,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA01535/050218,Ahmedabad,05-02-2018,31-03-2018,NA
110,KAILASH ROYAL,KAILASH CORPORATION,"C-103/104, KAILASH ROYAL, NH 8, NEAR S P RING ROAD, OPP HP CNG PUMP, NANA CHILODA Ahmedabad 382330",Residential/Group Housing,kailashcorporation@gmail.com,9879561191,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03244/260718,Ahmedabad,26-07-2018,30-09-2018,NA
111,RUDRAKSH BUNGLOWS,OM DEVELOPERS,"Rudraksha Bunglows, S.P. Ring Road, Vastral Ahmedabad 382418",Residential/Group Housing,rudrakshbunglows10@gmail.com,9824032122,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03977/051118,Ahmedabad,05-11-2018,31-12-2019,NA
112,DEVAM RESIDENCY,M/s DEVAM BUILDCON,"survey No. 137, F.P. No. 61, Opp. Shan-3, Vatva Gam Road to S.P. Ring Road Ahmedabad 382440",Mixed Development,cbkotadiya63@gmail.com,9825972472,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00371/071017,Ahmedabad,07-10-2017,30-06-2021,NA
113,POLARIS ANAND-Phase-II,POLARIS INFRACON,8 Itihas residency opp sundaram bunglowes nikol naroda road nikol Ahmedabad 382350,Mixed Development,rbpadariya@gmail.com,9998820562,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02921/140618,Ahmedabad,14-06-2018,31-12-2018,NA
114,Swaminarayan Park 6 Narol,DHARMADEV INFRASTRUCTURE LIMITED,"DHARMADEV HOUSE SHYAMAL CROSS ROAD, SATELLITE Ahmedabad 380015",Mixed Development,sp2narolrera@gmail.com,9099907478,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02136/220318,Ahmedabad,22-03-2018,30-12-2022,NA
115,Swaminarayan Park 2 Narol,DHARMADEV INFRASTRUCTURE LIMITED,"DHARMADEV HOUSE SHYAMAL CROSS ROAD, SATELLITE Ahmedabad 380015",Mixed Development,sp2narolrera@gmail.com,9099907478,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02298/070418,Ahmedabad,07-04-2018,30-06-2023,NA
116,West Gate ( Block C ),Aditya Constructions,True Value House Opp Sundervan Near ISRO Satellite Ahmedabad 380015,Commercial,truevaluenirman@hotmail.com,8980063000,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01012/131217,Ahmedabad,13-12-2017,30-06-2020,NA
117,MALBAR HILLS,MANEK CORPORATION,6 SHREE KAMDURGA CO HU SOC PART2 NARANPURA Ahmedabad 380013,Residential/Group Housing,nrupansh@icloud.com,9825653653,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01700/200218,Ahmedabad,20-02-2018,19-12-2019,NA
118,PANCHRATNA RESIDENCY,SHREE VISHVNATH PROCON PVT LTD,11 PANCHNIDHI APPT 4 VITHAL COLONY NAVRANGPURA Ahmedabad 380009,Mixed Development,panchratnaresi@gmail.com,9727779105,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA02216/EX1/100220,Ahmedabad,02-04-2018,31-12-2019,31-12-2020
119,the capital,Sahjanand Buildtech LLP,"THE CAPITAL SCIENCE CITY ROAD,SOLA Ahmedabad 380060",Commercial,sahjanandgroup@gmail.com,9825209245,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00409/111017,Ahmedabad,11-10-2017,27-08-2018,NA
120,Shah E alam Residency,SARKARDEVLOPERS,"SERVE No:22 Paiki Near shahin Park, Ambaji mataji Temple near Ramol, Ahmedabad 382449",Mixed Development,sarkardevlopers@gmail.com,9974172784,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA02905/130618,Ahmedabad,13-06-2018,30-06-2022,NA
121,Shree Hari Villa Bunglows,Shri Hari Infrastructure,"SHREE HARI VILLA, OPP. SWAMINARAYAN GRUKUL, MAHEMDAVAD ROAD, HATHIJAN SHREE HARI VILLA, OPP. SWAMINARAYAN GRUKUL, MAHEMDAVAD ROAD, HATHIJAN Ahmedabad 382445",Residential/Group Housing,1979hiteshpatel@gmail.com,9099051770,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA02706/190518,Ahmedabad,19-05-2018,30-06-2021,NA
122,Arvind Megaestate,Ahmedabad Industrial Infrastructure (One) LLP,"24, Government Servant's Society Near Municipal Market, Off. C G Road, Navrangpura, Ahmedabad Ahmedabad 380009",Commercial,rera.megaestate@arvindinfra.com,9824502024,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00730/161117,Ahmedabad,16-11-2017,30-06-2019,NA
123,Shree Sava Residency,Naresh Patel Proprietor of Yatharth Corporation,"Plot No.79, Vikram park, Opp. Bajrang Ashram, Thakkarbapanagar, T B Nagar Ahmedabad 382350",Mixed Development,pratik_3411@yahoo.com,9879167804,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA04761/280119,Ahmedabad,28-01-2019,31-12-2020,NA
124,SATYESH RESIDENCY,APPLEWOODS ESTATE PRIVATE LIMITED,"Block No. 16, Abhishree Corporate Park, Opp. Swagat Bungalows BRTS Stop, Iscon–Ambli Road, Ahmedabad 380058",Residential/Group Housing,custinfo@applewoods.co.in,9909967486,PR/GJ/AHMEDABAD/SANAND/AUDA/RAA00151/EX1/210119,Ahmedabad,15-09-2017,28-06-2018,31-01-2019
125,Amarjash Enclave,AMARJASH DEVELOPER,"71/1/f/2 , Nava madhupura, Nr Krishna Complex, Madhupura Ahmedabad 380004",Mixed Development,sanjay12091973@gmail.com,9824565369,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01424/240118,Ahmedabad,24-01-2018,28-02-2018,NA
126,Radiance Residency,Radhe Developers India Limited,1st Floor Chunibhai Chambers Bh City Gold Cinema Ashram Road Ahmedabad 380009,Mixed Development,viral@radheinfra.com,9727764989,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00310/031017,Ahmedabad,03-10-2017,28-02-2018,NA
127,Devam,Manashree Buildcon,"Devam, Nr. Global School, Nr. Godrej Garden City, Village Jagatpur, Taluka Dascroi, Ahmedabad - 382424 Ahmedabad 382424",Mixed Development,devadityagroup@gmail.com,9377156383,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA01505/030218,Ahmedabad,03-02-2018,31-03-2018,NA
128,GOPINATH PRIDE,GOPINATH PRIDE,"B-204 DEV ADITYA ARCADE, NR. BAGHBAN PARTY PLOT THALTEJ SHILAJ ROAD Ahmedabad 380059",Residential/Group Housing,jignesh@gopinathgroup.com,9586154545,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03037/EX1/190619,Ahmedabad,29-06-2018,31-03-2019,31-03-2020
129,Gopal Charan Industrial Estate,Hari Krushn Buildcon,"Nr. Alok Estate, B/h. Vepari Mahamandal Odhav S.P. Ring Road Circle, Odhav, Ahmedabad-382415 Ahmedabad 382415",Commercial,kjlakhani59@yahoo.com,9328608193,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01343/180118,Ahmedabad,18-01-2018,31-12-2019,NA
130,AKSHAR VILLA,BRAHMANI INFRASTRUCTURE,"306,307 SARPANCH VAS,CHANDKHEDA GAM AHMEDABAD Ahmedabad 382424",Residential/Group Housing,brahmaniinfrastructure22@gmail.com,9898397212,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00955/EX2/011121,Ahmedabad,08-12-2017,28-02-2021,22-02-2022
131,SANKALP AVENUE,SHREE SHAKTI REALTY PVT LTD,"F-38/538, SAGAR APPARTMENT, OPP BHAVSAR HOSTEL, NAVA VADAJ Ahmedabad 380013",Residential/Group Housing,vanzarapintoo@gmail.com,9879302088,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02950/EX1/040120,Ahmedabad,19-06-2018,31-12-2019,30-12-2020
132,Vishala Supreme,G Geveraiya Developers,"Vishala Supreme, Opp. Torrent Power, B/h. Surya Kiran Bungalows, Ring Road, Nikol, Ahmedabad - 382350 Ahmedabad 382350",Commercial,b.gevariya@yahoo.com,9327008122,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA01482/010218,Ahmedabad,01-02-2018,23-06-2018,NA
133,UMA VIHAR ELYSIUM,DINESHBHAI PATEL PROPRIETOR OF UMA INFRASTRUCTURE,"UMAVIHAR ELYSIUM, NR. AVIRAT CIRCLE SOLA, AHMEDABAD Ahmedabad 380060",Residential/Group Housing,uma.infrastructure@yahoo.com,9825028819,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02643/100518,Ahmedabad,10-05-2018,31-08-2018,NA
134,SURYAN LOGECO HOMES,surya real infra pvt. ltd.,"suryan logeco homes, behind gala auram nr.prathmikshala mumatpura, makarba Ahmedabad 380051",Residential/Group Housing,sutariya.dev@gmail.com,9909011702,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01883/060318,Ahmedabad,06-03-2018,30-06-2018,NA
135,MARUTI HEIGHTS,Akshay Niranjankumar Thakkar,"41,GOVARDHAN BUNGLOWS OPP PRAHALAD NAGAR AUDA GARDEN Ahmedabad 380015",Mixed Development,marutidevelopers@ymail.com,9879142668,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA00038/EX2/180621,Ahmedabad,31-08-2017,31-12-2019,31-12-2021
136,INDIA COLONY (BLOCK A) GERATPUR,B NANJI ENTERPRISES LIMITED,"5, MOORTI BUNGLOWS ASHOK NAGAR CO OP SOC, NEAR ISRO, SATELLITE Ahmedabad 380015",Mixed Development,bnanji@hotmail.com,9824443070,PR/GJ/AHMEDABAD/DASKROI/AUDA/MAA01761/EX4/151022,Ahmedabad,26-02-2018,31-12-2018,30-11-2022
137,RADHIKA VIHAR,RADHESHYAM DEVELOPERS,"OPP. OBC BANK, NR. SAHAJANAND SCHOOL, NR. BAPA SITARAM CHOWK, NEW NARODA Ahmedabad 382350",Residential/Group Housing,radheipl@gmail.com,9909970391,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA01740/230218,Ahmedabad,23-02-2018,31-12-2020,NA
138,Devnandan Horizon,Devnandan Builders Pvt.Ltd.,"2ND FLOOR, ASHIRWAD COMPLEX, DHARNIDHAR ROAD, VASNA Ahmedabad 380007",Residential/Group Housing,rajesh.thakker@devnandan.in,9925017688,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03086/040718,Ahmedabad,04-07-2018,31-10-2018,NA
139,SHREE HARI VATIKA-1,SHREE BHAKTI ASSOCIATES,"50, DAHYALAL PARK THAKKARBAPANAGAR Ahmedabad 382350",Mixed Development,shreeharivatika222@gmail.com,9898284209,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01261/090118,Ahmedabad,09-01-2018,31-12-2019,NA
140,MADHAV ORCHID,MADHAV CREATORS,"MADHAV ORCHID, OPP. ROYAL RESTAURENT, S.P.RING ROAD, ODHAV, AHMEDABAD ODHAV Ahmedabad 382415",Commercial,apexengineers2006@gmail.com,8141721647,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/CAA00649/091117,Ahmedabad,09-11-2017,15-03-2018,NA
141,Bansari Apartment,BANSARI CORPORATION,"A/1,VIMALNATH SOCIETY NEAR MABICA JAKAT NAKA Ahmedabad 382480",Residential/Group Housing,bansari0407@gmail.com,9408740597,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA00705/A1R/100222,Ahmedabad,14-11-2017,30-06-2022,NA
142,Shivalay Residency,Shyam Developers,"309, Shashwat Arcade, Bhulabhai Cross Roads, Kankaria, Ahmedabad - 38000227 309, Shashwat Arcade, Bhulabhai Cross Roads, Kankaria, Ahmedabad - 380028 Ahmedabad 380028",Mixed Development,shivalayresidencyjamalpur@gmail.com,9099046707,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA04276/EX1/120419,Ahmedabad,07-12-2018,28-02-2019,28-08-2019
143,SHYAM KUTIR,SHYAM REALITY,"2, SHYAM SATYA BUNGLOWS, CHANDKHEDA,AHMEDABAD Ahmedabad 382424",Residential/Group Housing,shyamreality2013@gmail.com,9327815555,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA06921/190320,Ahmedabad,19-03-2020,30-06-2023,NA
144,TIRUPATI AAKRUTI GREENZ,TIRUPATI SARJAN LTD,"A-11,12,13 SATYAMEV COMPLEX, OPP. GUJARAT HIGH COURT, S.G. HIGHWAY Ahmedabad 380060",Residential/Group Housing,tirupatisarjanltd@gmail.com,9879507025,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03855/291018,Ahmedabad,29-10-2018,30-06-2019,NA
145,KESHAR HARMONY,KRISHNA BUILDCON,"39, JAYSHREE NAGAR SOCIETY, NR. PATEL KAPAD MARKET, KHODIYARNAGAR Ahmedabad 382350",Residential/Group Housing,krishnabuildcon30@gmail.com,9825012253,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02713/220518,Ahmedabad,22-05-2018,15-08-2018,NA
146,ZAHRA,EXCEL PROCON LLP,"1001 SHAPATH 1, OPP. RAJPATH CLUB, SG HIGHWAY Ahmedabad 380054",Mixed Development,rera.zahra@gmail.com,9825059235,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/MAA01100/261217,Ahmedabad,26-12-2017,31-03-2018,NA
147,SHALIN HEIGHTS 5,SHALIN INFRASTRUCTURE,B401 SHALIN HEIGHTS 3 OPP AYOJAN NAGAR S P RING ROAD VINZOL Ahmedabad 382445,Mixed Development,shalininfrastructure@gmail.com,9426034785,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/MAA00115/EX1/200219,Ahmedabad,08-09-2017,31-12-2018,31-12-2019
148,Devnandan Sankalp City,DEVNANDAN BUILDCON,"2ND FLOOR ASHIRWAD COMPLEX DHARNIDHAR ROAD, VASNA Ahmedabad 380007",Residential/Group Housing,info@devnandan.in,9925017688,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA03074/040718,Ahmedabad,04-07-2018,30-09-2021,NA
149,PALAK ELINA,JAYESH C PATEL PROP SHREE DEVELOPERS,"22/A, NUTAN SOCIETY, B/H. SUVIDHA, PALDI, AHMEDABAD Ahmedabad 380009",Residential/Group Housing,hiteshshreedevelopers@gmail.com,9825065887,PR/GJ/AHMEDABAD/AHMADABAD CITY/AUDA/RAA00397/EX1/171018,Ahmedabad,10-10-2017,31-07-2018,30-06-2019
150,NIVAAN GREENS,THE JANAKPURI OWNER'S ASSOCIATION,"2/B,MAYUR PARK, VATVA , NEAR TOLNAKA,AHMEDABAD Ahmedabad 382440",Residential/Group Housing,nivaangreens@gmail.com,8490088302,PR/GJ/AHMEDABAD/AHMEDABAD CITY/AUDA/RAA02099/EX1/290922,Ahmedabad,21-03-2018,30-06-2022,20-06-2023
151,"La-marina (Tower-B1, B7, B8)",Adani Township and Real Estate Company Private Limited,"Atreco House, CBD-Shantigram, Nr.Vaishnodevi Circle, S.G.Highway, Ahmedabad 382421",Residential/Group Housing,lamarina-1@adani.com,9099995963,PR/GJ/AHMEDABAD/DASKROI/AUDA/RAA00611/071117,Ahmedabad,07-11-2017,31-12-2019,NA
